date,description,debit,credit
2025-12-16,UPI/CR/902828/PHONEPE,0.0,8699.48
2025-12-17,UPI/CR/354209/PHONEPE,0.0,9736.31
2025-12-17,CASH DEPOSIT/CDM/3824,0.0,19212.94
2025-12-18,UPI/CR/619875/PHONEPE,0.0,13685.78
2025-12-19,UPI/CR/496523/PHONEPE,0.0,16589.04
2025-12-20,UPI/CR/930104/PHONEPE,0.0,15292.16
2025-12-21,UPI/CR/394356/PHONEPE,0.0,10486.67
2025-12-22,CASH DEPOSIT/CDM/3742,0.0,32106.2
2025-12-22,UPI/CR/750519/PHONEPE,0.0,11897.55
2025-12-22,UPI/DR/988228/AGARWAL TRADING,33052.88,0.0
2025-12-22,UPI/DR/969208/KUMAR INDUSTRIES,33052.88,0.0
2025-12-22,UPI/DR/968877/SHAH COMMERCIAL,33052.88,0.0
2025-12-23,UPI/CR/294164/PHONEPE,0.0,9967.14
2025-12-24,UPI/CR/875801/PHONEPE,0.0,11185.19
2025-12-25,UPI/CR/438453/PHONEPE,0.0,10303.28
2025-12-25,CASH DEPOSIT/CDM/5737,0.0,29972.61
2025-12-26,UPI/CR/107594/PHONEPE,0.0,13752.38
2025-12-27,UPI/CR/465540/PHONEPE,0.0,14628.53
2025-12-28,CASH DEPOSIT/CDM/2615,0.0,16578.63
2025-12-28,UPI/CR/698359/PHONEPE,0.0,9871.98
2025-12-29,UPI/CR/411690/PHONEPE,0.0,8660.38
2025-12-29,UPI/DR/357436/SHAH COMMERCIAL,30429.03,0.0
2025-12-29,UPI/DR/258112/KUMAR INDUSTRIES,30429.03,0.0
2025-12-29,IMPS/DR/609600/AGARWAL TRADING,30429.03,0.0
2025-12-30,UPI/CR/805273/PHONEPE,0.0,11559.02
2025-12-31,UPI/CR/917938/PHONEPE,0.0,11848.0
2026-01-01,NEFT/DR/366614/RENT,12000.0,0.0
2026-01-01,CASH DEPOSIT/CDM/9332,0.0,28784.6
2026-01-01,UPI/CR/638661/PHONEPE,0.0,15959.03
2026-01-02,UPI/CR/955642/PHONEPE,0.0,12829.6
2026-01-03,UPI/CR/970718/PHONEPE,0.0,14804.82
2026-01-04,UPI/CR/655204/PHONEPE,0.0,12038.44
2026-01-05,CASH DEPOSIT/CDM/9646,0.0,22820.63
2026-01-05,RTGS/DR/889585/AGARWAL TRADING,34574.57,0.0
2026-01-05,NEFT/DR/560786/SALARY,8000.0,0.0
2026-01-05,NEFT/DR/918352/KUMAR INDUSTRIES,34574.57,0.0
2026-01-05,UPI/CR/503379/PHONEPE,0.0,8430.6
2026-01-05,IMPS/DR/879743/SHAH COMMERCIAL,34574.57,0.0
2026-01-06,UPI/CR/772989/PHONEPE,0.0,7727.5
2026-01-07,UPI/CR/424811/PHONEPE,0.0,13615.7
2026-01-08,UPI/CR/901810/PHONEPE,0.0,12002.11
2026-01-08,CASH DEPOSIT/CDM/6625,0.0,15766.39
2026-01-09,UPI/CR/602038/PHONEPE,0.0,14453.75
2026-01-10,UPI/CR/917166/PHONEPE,0.0,12857.96
2026-01-10,NEFT/DR/315532/ELECTRICITY,2500.0,0.0
2026-01-11,UPI/CR/292192/PHONEPE,0.0,7895.05
2026-01-12,ATM/CASH WDL/12781,3000.0,0.0
2026-01-12,UPI/CR/789488/PHONEPE,0.0,9862.27
2026-01-12,NEFT/DR/211782/KUMAR INDUSTRIES,30787.46,0.0
2026-01-12,RTGS/DR/823240/SHAH COMMERCIAL,30787.46,0.0
2026-01-12,RTGS/DR/487637/AGARWAL TRADING,30787.46,0.0
2026-01-13,CASH DEPOSIT/CDM/7671,0.0,21957.84
2026-01-13,UPI/CR/733005/PHONEPE,0.0,9313.66
2026-01-14,UPI/CR/790252/PHONEPE,0.0,9612.03
2026-01-15,UPI/CR/886877/PHONEPE,0.0,12390.91
2026-01-16,UPI/CR/559689/PHONEPE,0.0,12795.61
2026-01-17,CASH DEPOSIT/CDM/7435,0.0,34108.66
2026-01-17,UPI/CR/637766/PHONEPE,0.0,12860.13
2026-01-18,UPI/CR/305453/PHONEPE,0.0,7122.8
2026-01-19,UPI/CR/959639/PHONEPE,0.0,10486.07
2026-01-19,NEFT/DR/555724/SHAH COMMERCIAL,29496.3,0.0
2026-01-19,UPI/DR/715349/KUMAR INDUSTRIES,29496.3,0.0
2026-01-19,IMPS/DR/335389/AGARWAL TRADING,29496.3,0.0
2026-01-20,UPI/CR/217912/PHONEPE,0.0,9410.89
2026-01-21,UPI/CR/767159/PHONEPE,0.0,14231.68
2026-01-22,UPI/CR/250292/PHONEPE,0.0,11494.08
2026-01-22,CASH DEPOSIT/CDM/4161,0.0,26116.92
2026-01-23,UPI/CR/407182/PHONEPE,0.0,14858.21
2026-01-24,UPI/CR/746350/PHONEPE,0.0,12227.19
2026-01-25,CASH DEPOSIT/CDM/1025,0.0,15485.59
2026-01-25,UPI/CR/415776/PHONEPE,0.0,11126.32
2026-01-26,IMPS/DR/522834/AGARWAL TRADING,31466.62,0.0
2026-01-26,IMPS/DR/272734/KUMAR INDUSTRIES,31466.62,0.0
2026-01-26,NEFT/DR/352727/SHAH COMMERCIAL,31466.62,0.0
2026-01-26,UPI/CR/442180/PHONEPE,0.0,8997.07
2026-01-27,UPI/CR/362457/PHONEPE,0.0,10591.15
2026-01-28,UPI/CR/374037/PHONEPE,0.0,10610.04
2026-01-29,CASH DEPOSIT/CDM/7953,0.0,24044.61
2026-01-29,UPI/CR/269078/PHONEPE,0.0,15995.07
2026-01-30,ATM/CASH WDL/10885,6000.0,0.0
2026-01-30,UPI/CR/924299/PHONEPE,0.0,10693.26
2026-01-31,UPI/CR/140325/PHONEPE,0.0,19329.63
2026-02-01,UPI/CR/970236/PHONEPE,0.0,7857.7
2026-02-01,NEFT/DR/983802/RENT,12000.0,0.0
2026-02-02,CASH DEPOSIT/CDM/1753,0.0,25778.8
2026-02-02,UPI/CR/557098/PHONEPE,0.0,11702.68
2026-02-02,NEFT/DR/771130/KUMAR INDUSTRIES,33621.81,0.0
2026-02-02,UPI/DR/452960/SHAH COMMERCIAL,33621.81,0.0
2026-02-02,RTGS/DR/504703/AGARWAL TRADING,33621.81,0.0
2026-02-03,ATM/CASH WDL/26721,5000.0,0.0
2026-02-03,UPI/CR/498659/PHONEPE,0.0,12155.24
2026-02-04,UPI/CR/471858/PHONEPE,0.0,11780.04
2026-02-05,UPI/CR/438098/PHONEPE,0.0,11352.04
2026-02-05,NEFT/DR/198828/SALARY,8000.0,0.0
2026-02-06,UPI/CR/694999/PHONEPE,0.0,10620.21
2026-02-07,CASH DEPOSIT/CDM/9474,0.0,34386.99
2026-02-07,UPI/CR/992776/PHONEPE,0.0,11864.05
2026-02-08,UPI/CR/448647/PHONEPE,0.0,8454.32
2026-02-09,UPI/DR/899064/AGARWAL TRADING,28847.51,0.0
2026-02-09,NEFT/DR/793118/KUMAR INDUSTRIES,28847.51,0.0
2026-02-09,UPI/CR/478089/PHONEPE,0.0,8092.18
2026-02-09,UPI/DR/741654/SHAH COMMERCIAL,28847.51,0.0
2026-02-10,UPI/CR/323907/PHONEPE,0.0,12249.4
2026-02-10,NEFT/DR/622795/ELECTRICITY,2500.0,0.0
2026-02-11,CASH DEPOSIT/CDM/6658,0.0,16349.56
2026-02-11,UPI/CR/951952/PHONEPE,0.0,14944.37
2026-02-12,UPI/CR/124306/PHONEPE,0.0,15768.73
2026-02-13,UPI/CR/822160/PHONEPE,0.0,14289.75
2026-02-14,UPI/CR/294091/PHONEPE,0.0,14452.02
2026-02-15,UPI/CR/250096/PHONEPE,0.0,10861.93
2026-02-16,UPI/CR/469844/PHONEPE,0.0,10600.47
2026-02-16,UPI/DR/604323/SHAH COMMERCIAL,37147.37,0.0
2026-02-16,CASH DEPOSIT/CDM/7514,0.0,35216.62
2026-02-16,UPI/DR/182481/KUMAR INDUSTRIES,37147.37,0.0
2026-02-16,IMPS/DR/691903/AGARWAL TRADING,37147.37,0.0
2026-02-17,UPI/CR/518778/PHONEPE,0.0,11901.3
2026-02-18,UPI/CR/689311/PHONEPE,0.0,10822.48
2026-02-19,UPI/CR/608168/PHONEPE,0.0,12225.08
2026-02-20,CASH DEPOSIT/CDM/9414,0.0,26268.11
2026-02-20,UPI/CR/472719/PHONEPE,0.0,11960.02
2026-02-21,UPI/CR/707239/PHONEPE,0.0,18049.01
2026-02-22,UPI/CR/971991/PHONEPE,0.0,7815.84
2026-02-23,RTGS/DR/853594/KUMAR INDUSTRIES,32402.71,0.0
2026-02-23,UPI/CR/860632/PHONEPE,0.0,9540.52
2026-02-23,UPI/DR/702282/SHAH COMMERCIAL,32402.71,0.0
2026-02-23,RTGS/DR/862936/AGARWAL TRADING,32402.71,0.0
2026-02-24,UPI/CR/931327/PHONEPE,0.0,7893.91
2026-02-24,CASH DEPOSIT/CDM/2199,0.0,29728.38
2026-02-25,UPI/CR/663782/PHONEPE,0.0,13298.88
2026-02-26,UPI/CR/834112/PHONEPE,0.0,12404.34
2026-02-27,UPI/CR/945116/PHONEPE,0.0,12849.6
2026-02-28,CASH DEPOSIT/CDM/7920,0.0,34967.87
2026-02-28,UPI/CR/141842/PHONEPE,0.0,10546.68
2026-03-01,UPI/CR/316991/PHONEPE,0.0,9677.95
2026-03-01,NEFT/DR/551531/RENT,12000.0,0.0
2026-03-02,UPI/CR/887552/PHONEPE,0.0,7602.53
2026-03-02,IMPS/DR/143496/AGARWAL TRADING,29730.42,0.0
2026-03-02,UPI/DR/704582/KUMAR INDUSTRIES,29730.42,0.0
2026-03-02,UPI/DR/941400/SHAH COMMERCIAL,29730.42,0.0
2026-03-03,UPI/CR/973039/PHONEPE,0.0,16044.99
2026-03-03,CASH DEPOSIT/CDM/7323,0.0,11701.91
2026-03-04,UPI/CR/407980/PHONEPE,0.0,10343.54
2026-03-05,UPI/CR/315487/PHONEPE,0.0,13668.91
2026-03-05,NEFT/DR/283503/SALARY,8000.0,0.0
2026-03-06,CASH DEPOSIT/CDM/6080,0.0,25646.78
2026-03-06,UPI/CR/795218/PHONEPE,0.0,12628.34
2026-03-07,UPI/CR/666704/PHONEPE,0.0,17049.56
2026-03-08,UPI/CR/300255/PHONEPE,0.0,11203.02
2026-03-09,UPI/CR/185637/PHONEPE,0.0,8314.51
2026-03-09,UPI/DR/947834/SHAH COMMERCIAL,35585.02,0.0
2026-03-09,IMPS/DR/764253/KUMAR INDUSTRIES,35585.02,0.0
2026-03-09,RTGS/DR/688273/AGARWAL TRADING,35585.02,0.0
2026-03-10,UPI/CR/415782/PHONEPE,0.0,10044.17
2026-03-10,NEFT/DR/874421/ELECTRICITY,2500.0,0.0
2026-03-11,CASH DEPOSIT/CDM/1031,0.0,27338.43
2026-03-11,UPI/CR/872251/PHONEPE,0.0,14399.84
2026-03-12,UPI/CR/292165/PHONEPE,0.0,11240.56
2026-03-13,UPI/CR/518414/PHONEPE,0.0,10250.07
2026-03-14,UPI/CR/610833/PHONEPE,0.0,15930.31
2026-03-15,CASH DEPOSIT/CDM/5040,0.0,26549.79
2026-03-15,UPI/CR/940008/PHONEPE,0.0,8007.92
2026-03-16,NEFT/DR/784189/KUMAR INDUSTRIES,32306.73,0.0
2026-03-16,UPI/CR/733082/PHONEPE,0.0,11634.98
2026-03-16,NEFT/DR/132259/AGARWAL TRADING,32306.73,0.0
2026-03-16,NEFT/DR/860506/SHAH COMMERCIAL,32306.73,0.0
2026-03-17,UPI/CR/208362/PHONEPE,0.0,12956.12
2026-03-18,UPI/CR/614545/PHONEPE,0.0,13942.39
2026-03-19,UPI/CR/451751/PHONEPE,0.0,13887.71
2026-03-19,CASH DEPOSIT/CDM/4100,0.0,30460.35
2026-03-19,ATM/CASH WDL/97827,4000.0,0.0
2026-03-20,UPI/CR/361236/PHONEPE,0.0,15547.21
2026-03-21,UPI/CR/430508/PHONEPE,0.0,15018.18
2026-03-22,UPI/CR/272835/PHONEPE,0.0,10508.89
2026-03-22,CASH DEPOSIT/CDM/2952,0.0,23546.37
2026-03-23,UPI/CR/871585/PHONEPE,0.0,10454.78
2026-03-23,UPI/DR/558134/AGARWAL TRADING,35900.65,0.0
2026-03-23,RTGS/DR/836587/KUMAR INDUSTRIES,35900.65,0.0
2026-03-23,UPI/DR/637557/SHAH COMMERCIAL,35900.65,0.0
2026-03-24,UPI/CR/231895/PHONEPE,0.0,11014.68
2026-03-25,UPI/CR/793087/PHONEPE,0.0,16187.37
2026-03-26,CASH DEPOSIT/CDM/2482,0.0,24333.28
2026-03-26,UPI/CR/132855/PHONEPE,0.0,12957.18
2026-03-27,UPI/CR/852386/PHONEPE,0.0,15685.32
2026-03-28,UPI/CR/242348/PHONEPE,0.0,16238.45
2026-03-29,UPI/CR/749964/PHONEPE,0.0,8903.17
2026-03-30,UPI/CR/662617/PHONEPE,0.0,10224.79
2026-03-30,NEFT/DR/911547/SHAH COMMERCIAL,37138.57,0.0
2026-03-30,RTGS/DR/732717/KUMAR INDUSTRIES,37138.57,0.0
2026-03-30,NEFT/DR/140571/AGARWAL TRADING,37138.57,0.0
2026-03-30,CASH DEPOSIT/CDM/3665,0.0,21909.2
2026-03-31,UPI/CR/499269/PHONEPE,0.0,10249.03
2026-04-01,NEFT/DR/656490/RENT,12000.0,0.0
2026-04-01,UPI/CR/788566/PHONEPE,0.0,10786.96
2026-04-02,UPI/CR/642778/PHONEPE,0.0,15007.63
2026-04-03,CASH DEPOSIT/CDM/9515,0.0,44262.62
2026-04-03,UPI/CR/904017/PHONEPE,0.0,15862.14
2026-04-04,UPI/CR/166404/PHONEPE,0.0,15143.84
2026-04-05,NEFT/DR/548842/SALARY,8000.0,0.0
2026-04-05,UPI/CR/813085/PHONEPE,0.0,7667.54
2026-04-06,UPI/DR/569756/AGARWAL TRADING,33675.58,0.0
2026-04-06,IMPS/DR/909893/KUMAR INDUSTRIES,33675.58,0.0
2026-04-06,RTGS/DR/635419/SHAH COMMERCIAL,33675.58,0.0
2026-04-06,CASH DEPOSIT/CDM/9119,0.0,18210.2
2026-04-06,UPI/CR/107427/PHONEPE,0.0,11512.02
2026-04-07,UPI/CR/991108/PHONEPE,0.0,8663.24
2026-04-08,UPI/CR/515737/PHONEPE,0.0,13966.64
2026-04-09,UPI/CR/757255/PHONEPE,0.0,21369.27
2026-04-10,NEFT/DR/528464/ELECTRICITY,2500.0,0.0
2026-04-10,CASH DEPOSIT/CDM/1849,0.0,23310.43
2026-04-10,UPI/CR/699116/PHONEPE,0.0,12464.24
2026-04-11,UPI/CR/204409/PHONEPE,0.0,14153.39
2026-04-12,UPI/CR/840749/PHONEPE,0.0,10464.82
2026-04-13,UPI/CR/932829/PHONEPE,0.0,8321.57
2026-04-13,IMPS/DR/559883/AGARWAL TRADING,34882.31,0.0
2026-04-13,IMPS/DR/526986/KUMAR INDUSTRIES,34882.31,0.0
2026-04-13,UPI/DR/756787/SHAH COMMERCIAL,34882.31,0.0
2026-04-14,UPI/CR/568987/PHONEPE,0.0,10260.61
2026-04-15,UPI/CR/206399/PHONEPE,0.0,15418.02
2026-04-15,CASH DEPOSIT/CDM/2814,0.0,30190.17
2026-04-16,UPI/CR/697591/PHONEPE,0.0,13651.84
2026-04-17,UPI/CR/846994/PHONEPE,0.0,14203.49
2026-04-18,UPI/CR/443881/PHONEPE,0.0,16592.08
2026-04-19,UPI/CR/883874/PHONEPE,0.0,6923.77
2026-04-19,CASH DEPOSIT/CDM/7845,0.0,34789.6
2026-04-20,UPI/CR/118770/PHONEPE,0.0,12333.46
2026-04-20,NEFT/DR/231064/AGARWAL TRADING,34375.1,0.0
2026-04-20,NEFT/DR/138480/SHAH COMMERCIAL,34375.1,0.0
2026-04-20,IMPS/DR/256295/KUMAR INDUSTRIES,34375.1,0.0
2026-04-21,UPI/CR/451481/PHONEPE,0.0,9676.47
2026-04-22,UPI/CR/738843/PHONEPE,0.0,9059.36
2026-04-23,CASH DEPOSIT/CDM/2324,0.0,21325.41
2026-04-23,UPI/CR/361433/PHONEPE,0.0,12259.04
2026-04-24,UPI/CR/263204/PHONEPE,0.0,15097.36
2026-04-25,UPI/CR/187373/PHONEPE,0.0,15572.54
2026-04-26,UPI/CR/899986/PHONEPE,0.0,7865.48
2026-04-27,RTGS/DR/957092/AGARWAL TRADING,32435.6,0.0
2026-04-27,CASH DEPOSIT/CDM/6365,0.0,25541.59
2026-04-27,RTGS/DR/244240/KUMAR INDUSTRIES,32435.6,0.0
2026-04-27,IMPS/DR/881781/SHAH COMMERCIAL,32435.6,0.0
2026-04-27,UPI/CR/861081/PHONEPE,0.0,10947.79
2026-04-28,UPI/CR/239086/PHONEPE,0.0,9602.86
2026-04-29,UPI/CR/946851/PHONEPE,0.0,16539.73
2026-04-30,CASH DEPOSIT/CDM/7991,0.0,18646.08
2026-04-30,UPI/CR/135616/PHONEPE,0.0,11058.68
2026-05-01,UPI/CR/639999/PHONEPE,0.0,14466.64
2026-05-01,NEFT/DR/289073/RENT,12000.0,0.0
2026-05-02,UPI/CR/107463/PHONEPE,0.0,20513.53
2026-05-03,UPI/CR/874600/PHONEPE,0.0,10295.79
2026-05-04,UPI/CR/582554/PHONEPE,0.0,11177.34
2026-05-04,NEFT/DR/224701/SHAH COMMERCIAL,37407.41,0.0
2026-05-04,IMPS/DR/650629/KUMAR INDUSTRIES,37407.41,0.0
2026-05-04,IMPS/DR/614418/AGARWAL TRADING,37407.41,0.0
2026-05-05,UPI/CR/698508/PHONEPE,0.0,9570.88
2026-05-05,CASH DEPOSIT/CDM/1865,0.0,37657.67
2026-05-05,NEFT/DR/218390/SALARY,8000.0,0.0
2026-05-06,UPI/CR/783019/PHONEPE,0.0,10926.04
2026-05-07,UPI/CR/968576/PHONEPE,0.0,9976.11
2026-05-08,UPI/CR/664465/PHONEPE,0.0,12789.91
2026-05-09,CASH DEPOSIT/CDM/5833,0.0,22163.71
2026-05-09,UPI/CR/152729/PHONEPE,0.0,13193.49
2026-05-10,UPI/CR/925315/PHONEPE,0.0,7876.5
2026-05-10,NEFT/DR/287234/ELECTRICITY,2500.0,0.0
2026-05-11,RTGS/DR/420439/AGARWAL TRADING,29905.4,0.0
2026-05-11,RTGS/DR/667173/SHAH COMMERCIAL,29905.4,0.0
2026-05-11,RTGS/DR/133526/KUMAR INDUSTRIES,29905.4,0.0
2026-05-11,UPI/CR/576794/PHONEPE,0.0,12563.26
2026-05-12,UPI/CR/425052/PHONEPE,0.0,9518.94
2026-05-12,CASH DEPOSIT/CDM/6968,0.0,18665.97
2026-05-13,UPI/CR/623526/PHONEPE,0.0,13189.91
2026-05-14,UPI/CR/185527/PHONEPE,0.0,11962.66
2026-05-15,UPI/CR/628604/PHONEPE,0.0,14504.86
2026-05-16,UPI/CR/549150/PHONEPE,0.0,20420.01
2026-05-17,UPI/CR/675828/PHONEPE,0.0,8680.1
2026-05-17,CASH DEPOSIT/CDM/2702,0.0,42031.97
2026-05-18,UPI/CR/329019/PHONEPE,0.0,7078.98
2026-05-18,IMPS/DR/391228/KUMAR INDUSTRIES,34865.41,0.0
2026-05-18,IMPS/DR/513876/SHAH COMMERCIAL,34865.41,0.0
2026-05-18,RTGS/DR/365850/AGARWAL TRADING,34865.41,0.0
2026-05-19,UPI/CR/462991/PHONEPE,0.0,10000.27
2026-05-20,UPI/CR/743831/PHONEPE,0.0,14416.39
2026-05-21,CASH DEPOSIT/CDM/8018,0.0,31073.29
2026-05-21,UPI/CR/236603/PHONEPE,0.0,11965.15
2026-05-22,UPI/CR/348550/PHONEPE,0.0,14595.74
2026-05-23,UPI/CR/605720/PHONEPE,0.0,14750.73
2026-05-24,CASH DEPOSIT/CDM/6355,0.0,17191.29
2026-05-24,UPI/CR/396386/PHONEPE,0.0,7731.13
2026-05-25,RTGS/DR/779626/AGARWAL TRADING,33428.63,0.0
2026-05-25,UPI/DR/199869/SHAH COMMERCIAL,33428.63,0.0
2026-05-25,UPI/CR/878383/PHONEPE,0.0,10320.06
2026-05-25,NEFT/DR/828667/KUMAR INDUSTRIES,33428.63,0.0
2026-05-26,UPI/CR/452121/PHONEPE,0.0,9021.54
2026-05-27,CASH DEPOSIT/CDM/6173,0.0,23314.92
2026-05-27,UPI/CR/579341/PHONEPE,0.0,10551.99
2026-05-28,UPI/CR/242090/PHONEPE,0.0,14627.48
2026-05-29,UPI/CR/679884/PHONEPE,0.0,11441.02
2026-05-30,UPI/CR/834933/PHONEPE,0.0,14187.9
2026-05-31,CASH DEPOSIT/CDM/9053,0.0,26861.42
2026-05-31,UPI/CR/834623/PHONEPE,0.0,10392.14
2026-06-01,RTGS/DR/120045/SHAH COMMERCIAL,34069.15,0.0
2026-06-01,RTGS/DR/875494/AGARWAL TRADING,34069.15,0.0
2026-06-01,NEFT/DR/371226/RENT,12000.0,0.0
2026-06-01,UPI/CR/423189/PHONEPE,0.0,18081.83
2026-06-01,IMPS/DR/130087/KUMAR INDUSTRIES,34069.15,0.0
2026-06-02,ATM/CASH WDL/66943,9000.0,0.0
2026-06-02,UPI/CR/367544/PHONEPE,0.0,12544.91
2026-06-03,UPI/CR/883247/PHONEPE,0.0,12975.67
2026-06-04,CASH DEPOSIT/CDM/9491,0.0,20163.33
2026-06-04,UPI/CR/919638/PHONEPE,0.0,12120.23
2026-06-05,NEFT/DR/627447/SALARY,8000.0,0.0
2026-06-05,UPI/CR/160218/PHONEPE,0.0,16012.8
2026-06-06,UPI/CR/519179/PHONEPE,0.0,18497.54
2026-06-07,UPI/CR/519894/PHONEPE,0.0,9615.33
2026-06-08,UPI/DR/931180/SHAH COMMERCIAL,37268.8,0.0
2026-06-08,UPI/DR/180675/KUMAR INDUSTRIES,37268.8,0.0
2026-06-08,UPI/CR/338355/PHONEPE,0.0,11300.99
2026-06-08,NEFT/DR/572866/AGARWAL TRADING,37268.8,0.0
2026-06-08,CASH DEPOSIT/CDM/7364,0.0,36498.07
2026-06-09,UPI/CR/998159/PHONEPE,0.0,10868.95
2026-06-10,NEFT/DR/156291/ELECTRICITY,2500.0,0.0
2026-06-10,UPI/CR/228969/PHONEPE,0.0,10477.11
2026-06-11,CASH DEPOSIT/CDM/8153,0.0,15839.51
2026-06-11,UPI/CR/618856/PHONEPE,0.0,13681.39
2026-06-12,UPI/CR/306661/PHONEPE,0.0,18367.62
2026-06-13,UPI/CR/182756/PHONEPE,0.0,14502.79
2026-06-14,CASH DEPOSIT/CDM/6219,0.0,16618.21
2026-06-14,UPI/CR/484322/PHONEPE,0.0,9279.62
2026-06-15,UPI/CR/220920/PHONEPE,0.0,8633.62
2026-06-15,NEFT/DR/202189/SHAH COMMERCIAL,33729.63,0.0
2026-06-15,IMPS/DR/553778/KUMAR INDUSTRIES,33729.63,0.0
2026-06-15,UPI/DR/609723/AGARWAL TRADING,33729.63,0.0
2026-06-16,UPI/CR/711910/PHONEPE,0.0,12677.66
2026-06-17,UPI/CR/964307/PHONEPE,0.0,12381.17
2026-06-18,UPI/CR/816364/PHONEPE,0.0,9809.24
2026-06-18,CASH DEPOSIT/CDM/1314,0.0,21762.39
2026-06-19,UPI/CR/303790/PHONEPE,0.0,16274.41
2026-06-20,UPI/CR/287288/PHONEPE,0.0,15854.38
2026-06-21,UPI/CR/575700/PHONEPE,0.0,9855.58
2026-06-22,IMPS/DR/998152/SHAH COMMERCIAL,33703.32,0.0
2026-06-22,UPI/CR/509283/PHONEPE,0.0,8899.44
2026-06-22,RTGS/DR/776267/KUMAR INDUSTRIES,33703.32,0.0
2026-06-22,RTGS/DR/283252/AGARWAL TRADING,33703.32,0.0
2026-06-23,UPI/CR/730095/PHONEPE,0.0,12092.64
2026-06-23,CASH DEPOSIT/CDM/5159,0.0,37292.61
2026-06-24,UPI/CR/598987/PHONEPE,0.0,13694.09
2026-06-25,UPI/CR/690235/PHONEPE,0.0,10908.8
2026-06-26,UPI/CR/814723/PHONEPE,0.0,12692.11
2026-06-27,CASH DEPOSIT/CDM/6078,0.0,31004.77
2026-06-27,UPI/CR/717762/PHONEPE,0.0,18012.06
2026-06-28,UPI/CR/626504/PHONEPE,0.0,8469.24
2026-06-29,UPI/DR/511146/SHAH COMMERCIAL,33583.65,0.0
2026-06-29,UPI/DR/490337/KUMAR INDUSTRIES,33583.65,0.0
2026-06-29,UPI/DR/723108/AGARWAL TRADING,33583.65,0.0
2026-06-29,UPI/CR/732413/PHONEPE,0.0,10518.81
2026-06-30,UPI/CR/314751/PHONEPE,0.0,12478.73
2026-07-01,UPI/CR/562673/PHONEPE,0.0,10525.16
2026-07-01,NEFT/DR/500996/RENT,12000.0,0.0
2026-07-01,CASH DEPOSIT/CDM/1337,0.0,22223.55
2026-07-02,UPI/CR/593950/PHONEPE,0.0,11590.32
2026-07-03,UPI/CR/125606/PHONEPE,0.0,12053.65
2026-07-04,UPI/CR/329856/PHONEPE,0.0,18476.51
2026-07-04,CASH DEPOSIT/CDM/4213,0.0,32470.36
2026-07-05,UPI/CR/304558/PHONEPE,0.0,10110.53
2026-07-05,NEFT/DR/300582/SALARY,8000.0,0.0
2026-07-06,NEFT/DR/390363/SHAH COMMERCIAL,34306.28,0.0
2026-07-06,NEFT/DR/387541/KUMAR INDUSTRIES,34306.28,0.0
2026-07-06,UPI/CR/767057/PHONEPE,0.0,10253.44
2026-07-06,UPI/DR/177520/AGARWAL TRADING,34306.28,0.0
2026-07-07,UPI/CR/893776/PHONEPE,0.0,12332.18
