date,description,debit,credit
2024-10-04,CASH DEPOSIT/CDM/4459,0.0,38241.04
2024-10-05,NEFT/DR/394052/SALARY,8000.0,0.0
2024-10-05,UPI/CR/602310/PHONEPE,0.0,6439.12
2024-10-06,UPI/CR/208511/PHONEPE,0.0,3468.24
2024-10-07,UPI/CR/565015/PHONEPE,0.0,3651.24
2024-10-07,RTGS/DR/448191/AGARWAL TRADING,27063.97,0.0
2024-10-07,NEFT/DR/185393/SINGH SUPPLIERS,27063.97,0.0
2024-10-08,UPI/CR/904664/PHONEPE,0.0,5373.11
2024-10-08,CASH DEPOSIT/CDM/2307,0.0,27339.95
2024-10-09,UPI/CR/931496/PHONEPE,0.0,5664.24
2024-10-10,NEFT/DR/686110/ELECTRICITY,2500.0,0.0
2024-10-10,UPI/CR/810556/PHONEPE,0.0,5167.7
2024-10-11,UPI/CR/583112/PHONEPE,0.0,5611.19
2024-10-12,UPI/CR/768142/PHONEPE,0.0,6625.1
2024-10-12,CASH DEPOSIT/CDM/8216,0.0,36410.69
2024-10-13,UPI/CR/968884/PHONEPE,0.0,2686.17
2024-10-14,IMPS/DR/551036/AGARWAL TRADING,27544.92,0.0
2024-10-14,UPI/CR/132864/PHONEPE,0.0,4387.66
2024-10-14,NEFT/DR/576900/SINGH SUPPLIERS,27544.92,0.0
2024-10-15,UPI/CR/336604/PHONEPE,0.0,3915.83
2024-10-15,CASH DEPOSIT/CDM/7224,0.0,33902.41
2024-10-16,UPI/CR/766541/PHONEPE,0.0,5092.78
2024-10-17,UPI/CR/400174/PHONEPE,0.0,4669.25
2024-10-18,UPI/CR/991756/PHONEPE,0.0,6405.68
2024-10-19,UPI/CR/722875/PHONEPE,0.0,6769.46
2024-10-20,UPI/CR/199287/PHONEPE,0.0,6163.5
2024-10-20,CASH DEPOSIT/CDM/3312,0.0,39112.65
2024-10-21,UPI/DR/336623/AGARWAL TRADING,26519.21,0.0
2024-10-21,UPI/DR/811809/SINGH SUPPLIERS,26519.21,0.0
2024-10-21,UPI/CR/410777/PHONEPE,0.0,4788.0
2024-10-22,UPI/CR/905564/PHONEPE,0.0,6079.71
2024-10-23,UPI/CR/625786/PHONEPE,0.0,5998.79
2024-10-24,CASH DEPOSIT/CDM/3369,0.0,24659.76
2024-10-24,UPI/CR/347526/PHONEPE,0.0,4808.21
2024-10-25,UPI/CR/884718/PHONEPE,0.0,5907.04
2024-10-26,ATM/CASH WDL/25428,5000.0,0.0
2024-10-26,UPI/CR/608003/PHONEPE,0.0,7716.08
2024-10-27,CASH DEPOSIT/CDM/4706,0.0,22580.21
2024-10-27,UPI/CR/484139/PHONEPE,0.0,5114.6
2024-10-28,UPI/CR/569619/PHONEPE,0.0,5334.2
2024-10-28,RTGS/DR/229652/AGARWAL TRADING,27059.98,0.0
2024-10-28,RTGS/DR/179777/SINGH SUPPLIERS,27059.98,0.0
2024-10-29,UPI/CR/976640/PHONEPE,0.0,6191.55
2024-10-30,UPI/CR/673008/PHONEPE,0.0,9042.46
2024-10-31,CASH DEPOSIT/CDM/2886,0.0,29587.06
2024-10-31,UPI/CR/992971/PHONEPE,0.0,8916.48
2024-11-01,UPI/CR/596751/PHONEPE,0.0,9261.44
2024-11-01,NEFT/DR/612692/RENT,12000.0,0.0
2024-11-02,UPI/CR/167184/PHONEPE,0.0,9891.5
2024-11-03,UPI/CR/752586/PHONEPE,0.0,2945.44
2024-11-04,CASH DEPOSIT/CDM/2292,0.0,40813.81
2024-11-04,NEFT/DR/734880/AGARWAL TRADING,34927.9,0.0
2024-11-04,UPI/CR/119438/PHONEPE,0.0,4684.63
2024-11-04,RTGS/DR/349706/SINGH SUPPLIERS,34927.9,0.0
2024-11-05,ATM/CASH WDL/28044,9000.0,0.0
2024-11-05,NEFT/DR/902364/SALARY,8000.0,0.0
2024-11-05,UPI/CR/721778/PHONEPE,0.0,4478.39
2024-11-06,UPI/CR/487430/PHONEPE,0.0,6184.8
2024-11-07,CASH DEPOSIT/CDM/4383,0.0,27778.84
2024-11-07,UPI/CR/787171/PHONEPE,0.0,6262.14
2024-11-08,UPI/CR/474677/PHONEPE,0.0,5057.4
2024-11-09,UPI/CR/560481/PHONEPE,0.0,6404.84
2024-11-10,CASH DEPOSIT/CDM/2447,0.0,19556.32
2024-11-10,NEFT/DR/365534/ELECTRICITY,2500.0,0.0
2024-11-10,UPI/CR/846538/PHONEPE,0.0,3661.69
2024-11-11,UPI/CR/313548/PHONEPE,0.0,3016.58
2024-11-11,NEFT/DR/731765/SINGH SUPPLIERS,26168.04,0.0
2024-11-11,RTGS/DR/286918/AGARWAL TRADING,26168.04,0.0
2024-11-12,UPI/CR/959867/PHONEPE,0.0,4169.28
2024-11-13,UPI/CR/221997/PHONEPE,0.0,4893.29
2024-11-13,CASH DEPOSIT/CDM/1005,0.0,23197.05
2024-11-14,UPI/CR/830548/PHONEPE,0.0,4601.79
2024-11-15,UPI/CR/675807/PHONEPE,0.0,5538.17
2024-11-16,CASH DEPOSIT/CDM/2174,0.0,24939.04
2024-11-16,UPI/CR/472554/PHONEPE,0.0,5809.3
2024-11-17,UPI/CR/952922/PHONEPE,0.0,3432.94
2024-11-18,IMPS/DR/892192/AGARWAL TRADING,22893.78,0.0
2024-11-18,NEFT/DR/104578/SINGH SUPPLIERS,22893.78,0.0
2024-11-18,UPI/CR/401983/PHONEPE,0.0,3345.17
2024-11-19,UPI/CR/617374/PHONEPE,0.0,4186.8
2024-11-20,CASH DEPOSIT/CDM/6599,0.0,26566.65
2024-11-20,UPI/CR/594822/PHONEPE,0.0,4223.12
2024-11-21,UPI/CR/814637/PHONEPE,0.0,4826.82
2024-11-22,UPI/CR/685671/PHONEPE,0.0,4615.25
2024-11-23,UPI/CR/470015/PHONEPE,0.0,7371.75
2024-11-24,UPI/CR/740959/PHONEPE,0.0,3170.27
2024-11-25,UPI/DR/225198/SINGH SUPPLIERS,24176.93,0.0
2024-11-25,CASH DEPOSIT/CDM/5392,0.0,19404.23
2024-11-25,UPI/CR/826014/PHONEPE,0.0,3983.68
2024-11-25,RTGS/DR/635888/AGARWAL TRADING,24176.93,0.0
2024-11-26,UPI/CR/600046/PHONEPE,0.0,4631.41
2024-11-27,UPI/CR/862886/PHONEPE,0.0,5425.8
2024-11-28,UPI/CR/219373/PHONEPE,0.0,7840.75
2024-11-29,UPI/CR/868115/PHONEPE,0.0,4654.37
2024-11-29,CASH DEPOSIT/CDM/9982,0.0,38594.22
2024-11-30,UPI/CR/336058/PHONEPE,0.0,5969.63
2024-12-01,UPI/CR/817503/PHONEPE,0.0,3185.73
2024-12-01,NEFT/DR/698784/RENT,12000.0,0.0
2024-12-02,IMPS/DR/187916/AGARWAL TRADING,26641.9,0.0
2024-12-02,CASH DEPOSIT/CDM/1772,0.0,23399.4
2024-12-02,UPI/DR/498327/SINGH SUPPLIERS,26641.9,0.0
2024-12-02,UPI/CR/928139/PHONEPE,0.0,4005.1
2024-12-03,UPI/CR/890996/PHONEPE,0.0,4370.9
2024-12-04,UPI/CR/929219/PHONEPE,0.0,5942.92
2024-12-05,UPI/CR/326224/PHONEPE,0.0,4277.79
2024-12-05,NEFT/DR/770865/SALARY,8000.0,0.0
2024-12-05,CASH DEPOSIT/CDM/3880,0.0,26705.12
2024-12-06,UPI/CR/686794/PHONEPE,0.0,4893.76
2024-12-07,UPI/CR/249908/PHONEPE,0.0,7207.67
2024-12-08,UPI/CR/141262/PHONEPE,0.0,4375.85
2024-12-09,RTGS/DR/526557/AGARWAL TRADING,25060.5,0.0
2024-12-09,UPI/CR/519794/PHONEPE,0.0,4131.63
2024-12-09,UPI/DR/324676/SINGH SUPPLIERS,25060.5,0.0
2024-12-10,UPI/CR/525800/PHONEPE,0.0,3486.55
2024-12-10,CASH DEPOSIT/CDM/3655,0.0,19014.17
2024-12-10,NEFT/DR/253107/ELECTRICITY,2500.0,0.0
2024-12-11,UPI/CR/618556/PHONEPE,0.0,3933.69
2024-12-12,UPI/CR/970473/PHONEPE,0.0,5917.36
2024-12-13,UPI/CR/382696/PHONEPE,0.0,6455.32
2024-12-14,UPI/CR/418335/PHONEPE,0.0,4315.92
2024-12-15,CASH DEPOSIT/CDM/7483,0.0,25994.41
2024-12-15,UPI/CR/389478/PHONEPE,0.0,3601.42
2024-12-16,NEFT/DR/251097/AGARWAL TRADING,24917.48,0.0
2024-12-16,UPI/CR/995441/PHONEPE,0.0,4299.26
2024-12-16,RTGS/DR/122926/SINGH SUPPLIERS,24917.48,0.0
2024-12-17,UPI/CR/635259/PHONEPE,0.0,3753.06
2024-12-18,CASH DEPOSIT/CDM/5718,0.0,33307.25
2024-12-18,UPI/CR/499488/PHONEPE,0.0,5679.09
2024-12-19,UPI/CR/228058/PHONEPE,0.0,4794.23
2024-12-20,UPI/CR/272509/PHONEPE,0.0,5284.33
2024-12-21,UPI/CR/889065/PHONEPE,0.0,5252.09
2024-12-21,CASH DEPOSIT/CDM/1553,0.0,22842.34
2024-12-22,UPI/CR/500707/PHONEPE,0.0,4056.91
2024-12-23,RTGS/DR/599501/SINGH SUPPLIERS,25217.94,0.0
2024-12-23,NEFT/DR/652127/AGARWAL TRADING,25217.94,0.0
2024-12-23,UPI/CR/294433/PHONEPE,0.0,4806.83
2024-12-24,UPI/CR/453114/PHONEPE,0.0,4132.48
2024-12-24,CASH DEPOSIT/CDM/5738,0.0,28830.05
2024-12-25,UPI/CR/459699/PHONEPE,0.0,4650.69
2024-12-26,UPI/CR/515213/PHONEPE,0.0,4359.87
2024-12-26,ATM/CASH WDL/38769,8000.0,0.0
2024-12-27,UPI/CR/370531/PHONEPE,0.0,6649.08
2024-12-27,CASH DEPOSIT/CDM/9421,0.0,19655.44
2024-12-28,UPI/CR/226902/PHONEPE,0.0,4511.23
2024-12-29,UPI/CR/322138/PHONEPE,0.0,4099.75
2024-12-30,CASH DEPOSIT/CDM/8008,0.0,17668.94
2024-12-30,IMPS/DR/496392/AGARWAL TRADING,23973.98,0.0
2024-12-30,RTGS/DR/144815/SINGH SUPPLIERS,23973.98,0.0
2024-12-30,UPI/CR/754173/PHONEPE,0.0,3612.75
2024-12-31,UPI/CR/128488/PHONEPE,0.0,3701.27
2025-01-01,NEFT/DR/589931/RENT,12000.0,0.0
2025-01-01,UPI/CR/796090/PHONEPE,0.0,7338.04
2025-01-02,UPI/CR/262996/PHONEPE,0.0,3717.45
2025-01-02,ATM/CASH WDL/35637,7000.0,0.0
2025-01-03,UPI/CR/871253/PHONEPE,0.0,6544.38
2025-01-04,UPI/CR/638209/PHONEPE,0.0,7127.91
2025-01-04,CASH DEPOSIT/CDM/6088,0.0,30810.99
2025-01-05,NEFT/DR/803215/SALARY,8000.0,0.0
2025-01-05,UPI/CR/377825/PHONEPE,0.0,2770.12
2025-01-06,UPI/DR/410529/AGARWAL TRADING,26547.7,0.0
2025-01-06,UPI/CR/949759/PHONEPE,0.0,4523.63
2025-01-06,IMPS/DR/727317/SINGH SUPPLIERS,26547.7,0.0
2025-01-07,UPI/CR/202425/PHONEPE,0.0,3426.92
2025-01-08,CASH DEPOSIT/CDM/4309,0.0,26030.71
2025-01-08,UPI/CR/863948/PHONEPE,0.0,4141.8
2025-01-09,UPI/CR/469728/PHONEPE,0.0,4627.67
2025-01-10,NEFT/DR/910673/ELECTRICITY,2500.0,0.0
2025-01-10,UPI/CR/601969/PHONEPE,0.0,6085.84
2025-01-11,UPI/CR/385600/PHONEPE,0.0,5818.88
2025-01-11,CASH DEPOSIT/CDM/3813,0.0,39822.62
2025-01-12,UPI/CR/995746/PHONEPE,0.0,3309.72
2025-01-13,NEFT/DR/637730/AGARWAL TRADING,25487.68,0.0
2025-01-13,RTGS/DR/907828/SINGH SUPPLIERS,25487.68,0.0
2025-01-13,UPI/CR/803588/PHONEPE,0.0,4235.97
2025-01-14,UPI/CR/381696/PHONEPE,0.0,4790.43
2025-01-15,ATM/CASH WDL/39637,6000.0,0.0
2025-01-15,UPI/CR/889338/PHONEPE,0.0,4091.01
2025-01-16,UPI/CR/159977/PHONEPE,0.0,5262.51
2025-01-16,CASH DEPOSIT/CDM/5042,0.0,33789.48
2025-01-17,UPI/CR/288339/PHONEPE,0.0,4584.59
2025-01-18,UPI/CR/395284/PHONEPE,0.0,6575.9
2025-01-19,UPI/CR/876656/PHONEPE,0.0,5177.23
2025-01-20,IMPS/DR/710363/AGARWAL TRADING,25779.79,0.0
2025-01-20,RTGS/DR/173883/SINGH SUPPLIERS,25779.79,0.0
2025-01-20,UPI/CR/429625/PHONEPE,0.0,4236.84
2025-01-21,UPI/CR/717722/PHONEPE,0.0,4775.41
2025-01-21,CASH DEPOSIT/CDM/3868,0.0,23210.06
2025-01-22,UPI/CR/719452/PHONEPE,0.0,5054.33
2025-01-23,UPI/CR/832192/PHONEPE,0.0,5149.14
2025-01-24,UPI/CR/159541/PHONEPE,0.0,5466.43
2025-01-24,CASH DEPOSIT/CDM/2178,0.0,41791.3
2025-01-25,UPI/CR/659693/PHONEPE,0.0,5270.06
2025-01-26,UPI/CR/531820/PHONEPE,0.0,3524.66
2025-01-27,NEFT/DR/400055/SINGH SUPPLIERS,24571.83,0.0
2025-01-27,UPI/CR/166224/PHONEPE,0.0,3348.22
2025-01-27,UPI/DR/226483/AGARWAL TRADING,24571.83,0.0
2025-01-28,UPI/CR/333126/PHONEPE,0.0,4057.37
2025-01-29,CASH DEPOSIT/CDM/7180,0.0,23391.08
2025-01-29,UPI/CR/289569/PHONEPE,0.0,5609.56
2025-01-30,ATM/CASH WDL/40305,7000.0,0.0
2025-01-30,UPI/CR/265938/PHONEPE,0.0,5888.44
2025-01-31,UPI/CR/998561/PHONEPE,0.0,6412.68
2025-02-01,UPI/CR/476515/PHONEPE,0.0,7029.16
2025-02-01,NEFT/DR/625498/RENT,12000.0,0.0
2025-02-02,CASH DEPOSIT/CDM/4697,0.0,28351.11
2025-02-02,UPI/CR/106463/PHONEPE,0.0,4675.31
2025-02-03,UPI/CR/497599/PHONEPE,0.0,4199.91
2025-02-03,NEFT/DR/625651/SINGH SUPPLIERS,28050.73,0.0
2025-02-03,NEFT/DR/820245/AGARWAL TRADING,28050.73,0.0
2025-02-04,UPI/CR/873967/PHONEPE,0.0,4115.3
2025-02-05,UPI/CR/159012/PHONEPE,0.0,5718.86
2025-02-05,NEFT/DR/433895/SALARY,8000.0,0.0
2025-02-06,CASH DEPOSIT/CDM/1491,0.0,45870.9
2025-02-06,UPI/CR/135647/PHONEPE,0.0,5159.44
2025-02-07,UPI/CR/616308/PHONEPE,0.0,4596.75
2025-02-08,UPI/CR/415796/PHONEPE,0.0,6954.8
2025-02-09,UPI/CR/580274/PHONEPE,0.0,2666.89
2025-02-10,CASH DEPOSIT/CDM/6630,0.0,22075.31
2025-02-10,UPI/DR/399696/SINGH SUPPLIERS,25253.2,0.0
2025-02-10,NEFT/DR/257792/AGARWAL TRADING,25253.2,0.0
2025-02-10,NEFT/DR/448390/ELECTRICITY,2500.0,0.0
2025-02-10,UPI/CR/659736/PHONEPE,0.0,6162.71
2025-02-11,UPI/CR/761648/PHONEPE,0.0,3427.79
2025-02-12,UPI/CR/994687/PHONEPE,0.0,5908.41
2025-02-13,UPI/CR/344290/PHONEPE,0.0,4667.23
2025-02-14,UPI/CR/509628/PHONEPE,0.0,6229.73
2025-02-15,UPI/CR/117586/PHONEPE,0.0,6239.07
2025-02-15,CASH DEPOSIT/CDM/1045,0.0,28157.99
2025-02-16,UPI/CR/598175/PHONEPE,0.0,3058.53
2025-02-17,IMPS/DR/705912/AGARWAL TRADING,26301.78,0.0
2025-02-17,UPI/CR/849419/PHONEPE,0.0,5006.34
2025-02-17,RTGS/DR/328957/SINGH SUPPLIERS,26301.78,0.0
2025-02-18,UPI/CR/632533/PHONEPE,0.0,4702.77
2025-02-18,CASH DEPOSIT/CDM/1344,0.0,42584.2
2025-02-19,UPI/CR/701510/PHONEPE,0.0,3927.28
2025-02-20,UPI/CR/955560/PHONEPE,0.0,5333.09
2025-02-21,UPI/CR/475096/PHONEPE,0.0,4893.51
2025-02-22,UPI/CR/468307/PHONEPE,0.0,6559.92
2025-02-22,CASH DEPOSIT/CDM/3248,0.0,29506.63
2025-02-23,UPI/CR/444418/PHONEPE,0.0,4266.76
2025-02-24,NEFT/DR/497967/AGARWAL TRADING,25950.26,0.0
2025-02-24,UPI/DR/336169/SINGH SUPPLIERS,25950.26,0.0
2025-02-24,UPI/CR/214101/PHONEPE,0.0,3610.96
2025-02-25,UPI/CR/152445/PHONEPE,0.0,5504.24
2025-02-26,CASH DEPOSIT/CDM/7506,0.0,25854.61
2025-02-26,UPI/CR/407991/PHONEPE,0.0,4615.3
2025-02-27,UPI/CR/790679/PHONEPE,0.0,6758.82
2025-02-28,UPI/CR/992152/PHONEPE,0.0,5044.25
2025-03-01,NEFT/DR/582616/RENT,12000.0,0.0
2025-03-01,ATM/CASH WDL/88086,8000.0,0.0
2025-03-01,CASH DEPOSIT/CDM/8119,0.0,34314.22
2025-03-01,UPI/CR/803485/PHONEPE,0.0,5230.61
2025-03-02,UPI/CR/683774/PHONEPE,0.0,4661.22
2025-03-03,UPI/CR/645962/PHONEPE,0.0,4989.11
2025-03-03,UPI/DR/218277/AGARWAL TRADING,26809.14,0.0
2025-03-03,UPI/DR/809521/SINGH SUPPLIERS,26809.14,0.0
2025-03-04,UPI/CR/776456/PHONEPE,0.0,3996.61
2025-03-04,CASH DEPOSIT/CDM/2297,0.0,22060.32
2025-03-05,UPI/CR/713395/PHONEPE,0.0,5549.94
2025-03-05,NEFT/DR/946769/SALARY,8000.0,0.0
2025-03-06,UPI/CR/208601/PHONEPE,0.0,5686.11
2025-03-07,UPI/CR/160611/PHONEPE,0.0,7404.47
2025-03-08,CASH DEPOSIT/CDM/7274,0.0,27350.01
2025-03-08,UPI/CR/457884/PHONEPE,0.0,8677.25
2025-03-09,UPI/CR/900224/PHONEPE,0.0,4043.37
2025-03-10,UPI/CR/795008/PHONEPE,0.0,2999.85
2025-03-10,NEFT/DR/364140/ELECTRICITY,2500.0,0.0
2025-03-10,IMPS/DR/608931/SINGH SUPPLIERS,27282.91,0.0
2025-03-10,NEFT/DR/336288/AGARWAL TRADING,27282.91,0.0
2025-03-11,UPI/CR/569300/PHONEPE,0.0,4082.75
2025-03-12,UPI/CR/408698/PHONEPE,0.0,5982.18
2025-03-12,CASH DEPOSIT/CDM/2925,0.0,24684.9
2025-03-13,UPI/CR/353405/PHONEPE,0.0,5209.26
2025-03-14,UPI/CR/326889/PHONEPE,0.0,6987.59
2025-03-15,UPI/CR/189621/PHONEPE,0.0,4902.38
2025-03-16,UPI/CR/334610/PHONEPE,0.0,4582.6
