date,amount
2024-07-28,5900
2024-07-29,4700
2024-07-30,4750
2024-07-31,5200
2024-08-01,5050
2024-08-02,5850
2024-08-03,3850
2024-08-04,6850
2024-08-05,5200
2024-08-06,5850
2024-08-07,4950
2024-08-08,3700
2024-08-09,5000
2024-08-10,6350
2024-08-11,5450
2024-08-12,4800
2024-08-13,4150
2024-08-14,5650
2024-08-15,4500
2024-08-16,4500
2024-08-17,5550
2024-08-18,6250
2024-08-19,4950
2024-08-20,5300
2024-08-21,4400
2024-08-22,5050
2024-08-23,4300
2024-08-24,5250
2024-08-25,5300
2024-08-26,4300
2024-08-27,5000
2024-08-28,4400
2024-08-29,3150
2024-08-30,5200
2024-08-31,6100
2024-09-01,6300
2024-09-02,4550
2024-09-03,5900
2024-09-04,4850
2024-09-05,4900
2024-09-06,5350
2024-09-07,6650
2024-09-08,5250
2024-09-09,5700
2024-09-10,4500
2024-09-11,4950
2024-09-12,4100
2024-09-13,5150
2024-09-14,7000
2024-09-15,7150
2024-09-16,3450
2024-09-17,4250
2024-09-18,5250
2024-09-19,3950
2024-09-20,4600
2024-09-21,5750
2024-09-22,5150
2024-09-23,4400
2024-09-24,5050
2024-09-25,4350
2024-09-26,5050
2024-09-27,6400
2024-09-28,6050
2024-09-29,6600
2024-09-30,5300
2024-10-01,4800
2024-10-02,5450
2024-10-03,4800
2024-10-04,5650
2024-10-05,6900
2024-10-06,6050
2024-10-07,4000
2024-10-08,4250
2024-10-09,5200
2024-10-10,4200
2024-10-11,5650
2024-10-12,5350
2024-10-13,5950
2024-10-14,4650
2024-10-15,2950
2024-10-16,4600
2024-10-17,4000
2024-10-18,4900
2024-10-19,5800
2024-10-20,4850
2024-10-21,4300
2024-10-22,6100
2024-10-23,6350
2024-10-24,8700
2024-10-25,10950
2024-10-26,9700
2024-10-27,16900
2024-10-28,11250
2024-10-29,16700
2024-10-30,13650
2024-10-31,15300
2024-11-01,11950
2024-11-02,8000
2024-11-03,6700
2024-11-04,4650
2024-11-05,6150
2024-11-06,4700
2024-11-07,5450
2024-11-08,5850
2024-11-09,6400
2024-11-10,6450
2024-11-11,4800
2024-11-12,4200
2024-11-13,5700
2024-11-14,4900
2024-11-15,5200
2024-11-16,5350
2024-11-17,6300
2024-11-18,3350
2024-11-19,5750
2024-11-20,4800
2024-11-21,4850
2024-11-22,4700
2024-11-23,5600
2024-11-24,6650
2024-11-25,2850
2024-11-26,5350
2024-11-27,5400
2024-11-28,4450
2024-11-29,5450
2024-11-30,6900
2024-12-01,6750
2024-12-02,5100
2024-12-03,5150
2024-12-04,5400
2024-12-05,4950
2024-12-06,5550
2024-12-07,6800
2024-12-08,6100
2024-12-09,4400
2024-12-10,4100
2024-12-11,4950
2024-12-12,5550
2024-12-13,5600
2024-12-14,5550
2024-12-15,6000
2024-12-16,4800
2024-12-17,5950
2024-12-18,6000
2024-12-19,5950
2024-12-20,5500
2024-12-21,8550
2024-12-22,6050
2024-12-23,4850
2024-12-24,5500
2024-12-25,5150
2024-12-26,5200
2024-12-27,4500
2024-12-28,5700
2024-12-29,6550
2024-12-30,4700
2024-12-31,4400
2025-01-01,5150
2025-01-02,5600
2025-01-03,6400
2025-01-04,5650
2025-01-05,7150
2025-01-06,5450
2025-01-07,5650
2025-01-08,4550
2025-01-09,4600
2025-01-10,6300
2025-01-11,5000
2025-01-12,6150
2025-01-13,4950
2025-01-14,5000
2025-01-15,4800
2025-01-16,5400
2025-01-17,5850
2025-01-18,6350
2025-01-19,6350
2025-01-20,5050
2025-01-21,5200
2025-01-22,4800
2025-01-23,5500
2025-01-24,6250
2025-01-25,7500
2025-01-26,7800
2025-01-27,5050
2025-01-28,5300
2025-01-29,5150
2025-01-30,5150
2025-01-31,5550
2025-02-01,7100
2025-02-02,8300
2025-02-03,5850
2025-02-04,5050
2025-02-05,6250
2025-02-06,5800
2025-02-07,6500
2025-02-08,6800
2025-02-09,7150
2025-02-10,5500
2025-02-11,4450
2025-02-12,5550
2025-02-13,4950
2025-02-14,5500
2025-02-15,6650
2025-02-16,8150
2025-02-17,4800
2025-02-18,5300
2025-02-19,5200
2025-02-20,5850
2025-02-21,5650
2025-02-22,6850
2025-02-23,6300
2025-02-24,6000
2025-02-25,4650
2025-02-26,5600
2025-02-27,5500
2025-02-28,6050
2025-03-01,6300
2025-03-02,7350
2025-03-03,6350
2025-03-04,6950
2025-03-05,5750
2025-03-06,6300
2025-03-07,6400
2025-03-08,6700
2025-03-09,6750
2025-03-10,5400
2025-03-11,5800
2025-03-12,4100
2025-03-13,4800
2025-03-14,5600
2025-03-15,6100
2025-03-16,7100
2025-03-17,5250
2025-03-18,5600
2025-03-19,5650
2025-03-20,4400
2025-03-21,4750
2025-03-22,6800
2025-03-23,8000
2025-03-24,5200
2025-03-25,5150
2025-03-26,6000
2025-03-27,5900
2025-03-28,5400
2025-03-29,7300
2025-03-30,6600
2025-03-31,5150
2025-04-01,5350
2025-04-02,5200
2025-04-03,5950
2025-04-04,5600
2025-04-05,7500
2025-04-06,7800
2025-04-07,5800
2025-04-08,5200
2025-04-09,3600
2025-04-10,4900
2025-04-11,6850
2025-04-12,6700
2025-04-13,6950
2025-04-14,5000
2025-04-15,6250
2025-04-16,5150
2025-04-17,5600
2025-04-18,6200
2025-04-19,6900
2025-04-20,6200
2025-04-21,5850
2025-04-22,5150
2025-04-23,5900
2025-04-24,5100
2025-04-25,5900
2025-04-26,7150
2025-04-27,8050
2025-04-28,5800
2025-04-29,5750
2025-04-30,5850
2025-05-01,5450
2025-05-02,6950
2025-05-03,7150
2025-05-04,7500
2025-05-05,5950
2025-05-06,5650
2025-05-07,5300
2025-05-08,5450
2025-05-09,5750
2025-05-10,6600
2025-05-11,7000
2025-05-12,4400
2025-05-13,5300
2025-05-14,6250
2025-05-15,6150
2025-05-16,5900
2025-05-17,6800
2025-05-18,5600
2025-05-19,5150
2025-05-20,5800
2025-05-21,5200
2025-05-22,6000
2025-05-23,6450
2025-05-24,6400
2025-05-25,7100
2025-05-26,6250
2025-05-27,4700
2025-05-28,5200
2025-05-29,4650
2025-05-30,5350
2025-05-31,8050
2025-06-01,7300
2025-06-02,4800
2025-06-03,5250
2025-06-04,4950
2025-06-05,5850
2025-06-06,6550
2025-06-07,7850
2025-06-08,5200
2025-06-09,4650
2025-06-10,5550
2025-06-11,5250
2025-06-12,5900
2025-06-13,6250
2025-06-14,8100
2025-06-15,6300
2025-06-16,4800
2025-06-17,5050
2025-06-18,5250
2025-06-19,4950
2025-06-20,5250
2025-06-21,6800
2025-06-22,6550
2025-06-23,4900
2025-06-24,4600
2025-06-25,4200
2025-06-26,6000
2025-06-27,6500
2025-06-28,7100
2025-06-29,7250
2025-06-30,4950
2025-07-01,6000
2025-07-02,5050
2025-07-03,5700
2025-07-04,5700
2025-07-05,7500
2025-07-06,8600
2025-07-07,5100
2025-07-08,4950
2025-07-09,5250
2025-07-10,4350
2025-07-11,4850
2025-07-12,7550
2025-07-13,7000
2025-07-14,4900
2025-07-15,5150
2025-07-16,4950
2025-07-17,5250
2025-07-18,5400
2025-07-19,6400
2025-07-20,7200
2025-07-21,5500
2025-07-22,5950
2025-07-23,5350
2025-07-24,5150
2025-07-25,6600
2025-07-26,6300
2025-07-27,5400
2025-07-28,3900
2025-07-29,5250
2025-07-30,5100
2025-07-31,5550
2025-08-01,5750
2025-08-02,5600
2025-08-03,7850
2025-08-04,5150
2025-08-05,5000
2025-08-06,4500
2025-08-07,5950
2025-08-08,4350
2025-08-09,7200
2025-08-10,6400
2025-08-11,5500
2025-08-12,5300
2025-08-13,6100
2025-08-14,5300
2025-08-15,6200
2025-08-16,6000
2025-08-17,5650
2025-08-18,5600
2025-08-19,4300
2025-08-20,5450
2025-08-21,4550
2025-08-22,5650
2025-08-23,7600
2025-08-24,7050
2025-08-25,4950
2025-08-26,5250
2025-08-27,4800
2025-08-28,6350
2025-08-29,5100
2025-08-30,6250
2025-08-31,6950
2025-09-01,5650
2025-09-02,5700
2025-09-03,5150
2025-09-04,5300
2025-09-05,6500
2025-09-06,7400
2025-09-07,7350
2025-09-08,5750
2025-09-09,5550
2025-09-10,5450
2025-09-11,4300
2025-09-12,5650
2025-09-13,6400
2025-09-14,7600
2025-09-15,3750
2025-09-16,4950
2025-09-17,5050
2025-09-18,4500
2025-09-19,5000
2025-09-20,7300
2025-09-21,6850
2025-09-22,6050
2025-09-23,4950
2025-09-24,4350
2025-09-25,4850
2025-09-26,5200
2025-09-27,6750
2025-09-28,7000
2025-09-29,5300
2025-09-30,6300
2025-10-01,6150
2025-10-02,5000
2025-10-03,6500
2025-10-04,6800
2025-10-05,6950
2025-10-06,6250
2025-10-07,4950
2025-10-08,5550
2025-10-09,5450
2025-10-10,5000
2025-10-11,6750
2025-10-12,9900
2025-10-13,6650
2025-10-14,11450
2025-10-15,11950
2025-10-16,14850
2025-10-17,15850
2025-10-18,23550
2025-10-19,19900
2025-10-20,17050
2025-10-21,8750
2025-10-22,6500
2025-10-23,5100
2025-10-24,5700
2025-10-25,5900
2025-10-26,6950
2025-10-27,5100
2025-10-28,4450
2025-10-29,4250
2025-10-30,5700
2025-10-31,4400
2025-11-01,6800
2025-11-02,6200
2025-11-03,6550
2025-11-04,5850
2025-11-05,5700
2025-11-06,5100
2025-11-07,5250
2025-11-08,6550
2025-11-09,6700
2025-11-10,4600
2025-11-11,4600
2025-11-12,4600
2025-11-13,4600
2025-11-14,5250
2025-11-15,6700
2025-11-16,7100
2025-11-17,5150
2025-11-18,5250
2025-11-19,5500
2025-11-20,4250
2025-11-21,5750
2025-11-22,7400
2025-11-23,5600
2025-11-24,3950
2025-11-25,5150
2025-11-26,5800
2025-11-27,5150
2025-11-28,6050
2025-11-29,6750
2025-11-30,6100
2025-12-01,5150
2025-12-02,4800
2025-12-03,6600
2025-12-04,6200
2025-12-05,6150
2025-12-06,6950
2025-12-07,6900
2025-12-08,5500
2025-12-09,4950
2025-12-10,5100
2025-12-11,5000
2025-12-12,6250
2025-12-13,6550
2025-12-14,7050
2025-12-15,4750
2025-12-16,5000
2025-12-17,5450
2025-12-18,4600
2025-12-19,5700
2025-12-20,6700
2025-12-21,4350
2025-12-22,6000
2025-12-23,5600
2025-12-24,5300
2025-12-25,5050
2025-12-26,5000
2025-12-27,7450
2025-12-28,6750
2025-12-29,4700
2025-12-30,5050
2025-12-31,5700
2026-01-01,6050
2026-01-02,5750
2026-01-03,8300
2026-01-04,6700
2026-01-05,6800
2026-01-06,6050
2026-01-07,5700
2026-01-08,5350
2026-01-09,6050
2026-01-10,7300
2026-01-11,6050
2026-01-12,5150
2026-01-13,5550
2026-01-14,6250
2026-01-15,6200
2026-01-16,7100
2026-01-17,7750
2026-01-18,6700
2026-01-19,5550
2026-01-20,6250
2026-01-21,6150
2026-01-22,5500
2026-01-23,6400
2026-01-24,6700
2026-01-25,6300
2026-01-26,5550
2026-01-27,5550
2026-01-28,5350
2026-01-29,5950
2026-01-30,6000
2026-01-31,7350
2026-02-01,8600
2026-02-02,7750
2026-02-03,6050
2026-02-04,6900
2026-02-05,6300
2026-02-06,6850
2026-02-07,7600
2026-02-08,7550
2026-02-09,5600
2026-02-10,6300
2026-02-11,5300
2026-02-12,4950
2026-02-13,5900
2026-02-14,6750
2026-02-15,7100
2026-02-16,5650
2026-02-17,5450
2026-02-18,5650
2026-02-19,5450
2026-02-20,6550
2026-02-21,9150
2026-02-22,7700
2026-02-23,5500
2026-02-24,4600
2026-02-25,7000
2026-02-26,5950
2026-02-27,6200
2026-02-28,5800
2026-03-01,8100
2026-03-02,6350
2026-03-03,5950
2026-03-04,5500
2026-03-05,5450
2026-03-06,8300
2026-03-07,7950
2026-03-08,7200
2026-03-09,5850
2026-03-10,5800
2026-03-11,5050
2026-03-12,6400
2026-03-13,6250
2026-03-14,7400
2026-03-15,8850
2026-03-16,5150
2026-03-17,5450
2026-03-18,6050
2026-03-19,6400
2026-03-20,6000
2026-03-21,6950
2026-03-22,8150
2026-03-23,7350
2026-03-24,5900
2026-03-25,5450
2026-03-26,5300
2026-03-27,6300
2026-03-28,8000
2026-03-29,10150
2026-03-30,5700
2026-03-31,5950
2026-04-01,7550
2026-04-02,6550
2026-04-03,7050
2026-04-04,9200
2026-04-05,8400
2026-04-06,5750
2026-04-07,7200
2026-04-08,5050
2026-04-09,6550
2026-04-10,6400
2026-04-11,7150
2026-04-12,7450
2026-04-13,5800
2026-04-14,5650
2026-04-15,6150
2026-04-16,5650
2026-04-17,5300
2026-04-18,7400
2026-04-19,8450
2026-04-20,4850
2026-04-21,5900
2026-04-22,5650
2026-04-23,6450
2026-04-24,6250
2026-04-25,7950
2026-04-26,8200
2026-04-27,6300
2026-04-28,6900
2026-04-29,5750
2026-04-30,5900
2026-05-01,7200
2026-05-02,8000
2026-05-03,8100
2026-05-04,5800
2026-05-05,6350
2026-05-06,5450
2026-05-07,5200
2026-05-08,5700
2026-05-09,7850
2026-05-10,7850
2026-05-11,6300
2026-05-12,5450
2026-05-13,6500
2026-05-14,5100
2026-05-15,5700
2026-05-16,8100
2026-05-17,7750
2026-05-18,6250
2026-05-19,6000
2026-05-20,5500
2026-05-21,5200
2026-05-22,5300
2026-05-23,8750
2026-05-24,6450
2026-05-25,6700
2026-05-26,5900
2026-05-27,6000
2026-05-28,5950
2026-05-29,6650
2026-05-30,6700
2026-05-31,6100
2026-06-01,5900
2026-06-02,6550
2026-06-03,5600
2026-06-04,6950
2026-06-05,6700
2026-06-06,4850
2026-06-07,8250
2026-06-08,6050
2026-06-09,6050
2026-06-10,4300
2026-06-11,4250
2026-06-12,6950
2026-06-13,6200
2026-06-14,8300
2026-06-15,6450
2026-06-16,5100
2026-06-17,5200
2026-06-18,6150
2026-06-19,6000
2026-06-20,8150
2026-06-21,8750
2026-06-22,5100
2026-06-23,5250
2026-06-24,5750
2026-06-25,4600
2026-06-26,5150
2026-06-27,6500
2026-06-28,9050
2026-06-29,5800
2026-06-30,5300
2026-07-01,5550
2026-07-02,5450
2026-07-03,6250
2026-07-04,7150
2026-07-05,7800
2026-07-06,6400
2026-07-07,6050
2026-07-08,6100
2026-07-09,5450
2026-07-10,7250
2026-07-11,7600
2026-07-12,7500
2026-07-13,5900
2026-07-14,5300
2026-07-15,5450
2026-07-16,5450
2026-07-17,5650
2026-07-18,6100
2026-07-19,7700
2026-07-20,6150
2026-07-21,5800
2026-07-22,5500
2026-07-23,6950
2026-07-24,5650
2026-07-25,7150
2026-07-26,5700
2026-07-27,4950
2026-07-28,5900
2026-07-29,6600
2026-07-30,5550
2026-07-31,6100
2026-08-01,7000
2026-08-02,8150
2026-08-03,5500
2026-08-04,5900
2026-08-05,5150
2026-08-06,4600
2026-08-07,6150
2026-08-08,6550
2026-08-09,6900
2026-08-10,5900
2026-08-11,6050
2026-08-12,5650
2026-08-13,5850
2026-08-14,5550
2026-08-15,6200
2026-08-16,7500
2026-08-17,4900
2026-08-18,4850
2026-08-19,7300
2026-08-20,5500
2026-08-21,5650
2026-08-22,6450
2026-08-23,6150
2026-08-24,5600
2026-08-25,5300
2026-08-26,4200
2026-08-27,5750
2026-08-28,5700
2026-08-29,5600
2026-08-30,7150
2026-08-31,5400
2026-09-01,4750
2026-09-02,6100
2026-09-03,5250
2026-09-04,7050
2026-09-05,7250
2026-09-06,7200
2026-09-07,6000
2026-09-08,5500
2026-09-09,5500
2026-09-10,5900
2026-09-11,4900
2026-09-12,6950
2026-09-13,6600
2026-09-14,5300
2026-09-15,6250
2026-09-16,5000
2026-09-17,5650
2026-09-18,6450
2026-09-19,7100
2026-09-20,7100
2026-09-21,5550
2026-09-22,5750
2026-09-23,5000
2026-09-24,5400
2026-09-25,7350
2026-09-26,7100
2026-09-27,7150
2026-09-28,5250
2026-09-29,5000
2026-09-30,5550
2026-10-01,6050
2026-10-02,6300
2026-10-03,9600
2026-10-04,7100
2026-10-05,5350
2026-10-06,5650
2026-10-07,5850
2026-10-08,5000
2026-10-09,6050
2026-10-10,7050
2026-10-11,7600
2026-10-12,5150
2026-10-13,6200
2026-10-14,5800
